UID,Year,Make,Model,Trim,Option Codes,,Geography,,Start,End,,,,Cash Only (Before Tax),Cash Only (After Tax),Cash Rebate Dealer Contribution (Before Tax),Cash Rebate Dealer Contribution (After Tax),Note
HYU80656CAN44895,2022,Hyundai,Elantra Sedan,Preferred - Sun & Tech Package IVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80659CAN44895,2022,Hyundai,Elantra Sedan,Ultimate IVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80662CAN44895,2022,Hyundai,Elantra Sedan,Ultimate Two-Tone Interior IVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80660CAN44895,2022,Hyundai,Elantra Sedan,Ultimate Tech IVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80661CAN44895,2022,Hyundai,Elantra Sedan,Ultimate Tech Two-Tone Interior IVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80653CAN44895,2022,Hyundai,Elantra Sedan,N Line,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU81791CAN44895,2022,Hyundai,Elantra N,6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU81792CAN44895,2022,Hyundai,Elantra N,DCT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80654CAN44895,2022,Hyundai,Elantra Sedan,Preferred HEV,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80657CAN44895,2022,Hyundai,Elantra Sedan,Ultimate HEV,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80658CAN44895,2022,Hyundai,Elantra Sedan,Ultimate HEV Two-Tone Interior,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU81561CAN44895,2022,Hyundai,IONIQ 5,Essential,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU81562CAN44895,2022,Hyundai,IONIQ 5,Preferred,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU81565CAN44895,2022,Hyundai,IONIQ 5,Preferred Long Range,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU81563CAN44895,2022,Hyundai,IONIQ 5,Preferred All Wheel Drive Long Range,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU81564CAN44895,2022,Hyundai,IONIQ 5,Preferred All Wheel Drive Long Range withUltimate Package,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80682CAN44895,2022,Hyundai,Sonata,Preferred,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80683CAN44895,2022,Hyundai,Sonata,Sport,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80680CAN44895,2022,Hyundai,Sonata,Luxury,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80681CAN44895,2022,Hyundai,Sonata,N Line,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80684CAN44895,2022,Hyundai,Sonata Hybrid,Ultimate,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80685CAN44895,2022,Hyundai,Sonata Hybrid,Ultimate withSolar Roof,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80830CAN44895,2022,Hyundai,Venue,Essential 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80831CAN44895,2022,Hyundai,Venue,Essential IVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80831CAN44895TTW,2022,Hyundai,Venue,Essential IVT,TTW,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80832CAN44895,2022,Hyundai,Venue,Preferred IVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80832CAN44895TTW,2022,Hyundai,Venue,Preferred IVT,TTW,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80833CAN44895,2022,Hyundai,Venue,Trend IVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80834CAN44895,2022,Hyundai,Venue,Ultimate withBlack Interior IVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80835CAN44895,2022,Hyundai,Venue,Ultimate withDenim Interior IVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80836CAN44895,2022,Hyundai,Venue,Urban Black Interior IVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80837CAN44895,2022,Hyundai,Venue,Urban Denim Interior IVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80827CAN44895,2022,Hyundai,Kona,Essential Value Edition 2.0 Front Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80016CAN44895,2022,Hyundai,Kona,Essential 2.0 Front Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80826CAN44895,2022,Hyundai,Kona,Essential Value Edition 2.0 All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80015CAN44895,2022,Hyundai,Kona,Essential 2.0 All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80829CAN44895,2022,Hyundai,Kona,Preferred Special Edition 2.0 Front Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80020CAN44895,2022,Hyundai,Kona,Preferred 2.0 Front Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80828CAN44895,2022,Hyundai,Kona,Preferred Special Edition 2.0 All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80019CAN44895,2022,Hyundai,Kona,Preferred 2.0 All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80021CAN44895,2022,Hyundai,Kona,Preferred w/ Sun & Leather Package 2.0 All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80017CAN44895,2022,Hyundai,Kona,N Line 1.6T All Wheel Drive DCT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80017CAN44895TTW,2022,Hyundai,Kona,N Line 1.6T All Wheel Drive DCT,TTW,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80018CAN44895,2022,Hyundai,Kona,N Line withUltimate Package 1.6T All Wheel Drive DCT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU81793CAN44895,2022,Hyundai,Kona N,DCT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80539CAN44895,2022,Hyundai,Kona electric,Preferred,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80539CAN44895TTRG,2022,Hyundai,Kona electric,Preferred,TTRG,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80540CAN44895,2022,Hyundai,Kona electric,Ultimate,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU79742CAN44895,2022,Hyundai,Tucson,2.5 Essential Front Wheel Drive 8AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU79741CAN44895,2022,Hyundai,Tucson,2.5 Essential All Wheel Drive 8AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU79745CAN44895,2022,Hyundai,Tucson,2.5 Preferred Front Wheel Drive 8AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU79744CAN44895,2022,Hyundai,Tucson,2.5 Preferred All Wheel Drive 8AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU79746CAN44895,2022,Hyundai,Tucson,2.5 Preferred Trend All Wheel Drive 8AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU81301CAN44895,2022,Hyundai,Tucson,Urban 2.5 All Wheel Drive 8AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU79743CAN44895,2022,Hyundai,Tucson,2.5 N Line All Wheel Drive 8AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU79739CAN44895,2022,Hyundai,Tucson,1.6T Luxury Hybrid All Wheel Drive 6AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU79740CAN44895,2022,Hyundai,Tucson,1.6T Ultimate Hybrid All Wheel Drive 6AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80543CAN44895,2022,Hyundai,Tucson,1.6T Luxury Plug-in Hybrid All Wheel Drive 6AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80544CAN44895,2022,Hyundai,Tucson,1.6T Ultimate Plug-in Hybrid All Wheel Drive 6AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80669CAN44895,2022,Hyundai,Santa Cruz,2.5 Preferred,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80670CAN44895,2022,Hyundai,Santa Cruz,2.5 Trend,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80671CAN44895,2022,Hyundai,Santa Cruz,2.5 Ultimate,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80672CAN44895,2022,Hyundai,Santa Cruz,2.5 Ultimate withColour pkg,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80673CAN44895,2022,Hyundai,Santa Fe,Essential 2.5 All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80675CAN44895,2022,Hyundai,Santa Fe,Preferred 2.5 All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80676CAN44895,2022,Hyundai,Santa Fe,Preferred-Trend 2.5 All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80679CAN44895,2022,Hyundai,Santa Fe,Urban 2.5T All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80678CAN44895,2022,Hyundai,Santa Fe,Ultimate-Calligraphy 2.5T All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80677CAN44895,2022,Hyundai,Santa Fe,Preferred withTrend Hybrid 1.6T All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80674CAN44895,2022,Hyundai,Santa Fe,Luxury Hybrid 1.6T All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80542CAN44895,2022,Hyundai,Santa Fe,Preferred Plug-in Hybrid 1.6T All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80541CAN44895,2022,Hyundai,Santa Fe,Luxury Plug-in Hybrid 1.6T All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80137CAN44895,2022,Hyundai,Palisade,Essential All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80140CAN44895,2022,Hyundai,Palisade,Preferred All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80139CAN44895,2022,Hyundai,Palisade,Luxury 8-Passenger All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80138CAN44895,2022,Hyundai,Palisade,Luxury 7-Passenger All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80141CAN44895,2022,Hyundai,Palisade,Ultimate Calligraphy All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU80142CAN44895,2022,Hyundai,Palisade,Ultimate Calligraphy Colour Package All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU79118CAN44895,2021,Hyundai,Elantra Sedan,Essential 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
HYU79119CAN44895,2021,Hyundai,Elantra Sedan,Essential IVT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
HYU79122CAN44895,2021,Hyundai,Elantra Sedan,Preferred IVT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
HYU79123CAN44895,2021,Hyundai,Elantra Sedan,Preferred withSun + Safety IVT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
HYU79125CAN44895,2021,Hyundai,Elantra Sedan,Ultimate IVT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
HYU79128CAN44895,2021,Hyundai,Elantra Sedan,Ultimate Two-Tone Int IVT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
HYU79126CAN44895,2021,Hyundai,Elantra Sedan,Ultimate Tech IVT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
HYU79127CAN44895,2021,Hyundai,Elantra Sedan,Ultimate Tech Two-Tone Int IVT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
HYU79120CAN44895,2021,Hyundai,Elantra Sedan,N-Line,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
HYU82078BC44895,2022,Hyundai,Kona LE,2.0 Front Wheel Drive,,,BC,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82078PE44895,2022,Hyundai,Kona LE,2.0 Front Wheel Drive,,,PE,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82078NB44895,2022,Hyundai,Kona LE,2.0 Front Wheel Drive,,,NB,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82078NL44895,2022,Hyundai,Kona LE,2.0 Front Wheel Drive,,,NL,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82078NS44895,2022,Hyundai,Kona LE,2.0 Front Wheel Drive,,,NS,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82077BC44895,2022,Hyundai,Kona LE,2.0 All Wheel Drive,,,BC,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82077PE44895,2022,Hyundai,Kona LE,2.0 All Wheel Drive,,,PE,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82077NB44895,2022,Hyundai,Kona LE,2.0 All Wheel Drive,,,NB,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82077NL44895,2022,Hyundai,Kona LE,2.0 All Wheel Drive,,,NL,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82077NS44895,2022,Hyundai,Kona LE,2.0 All Wheel Drive,,,NS,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82082BC44895,2022,Hyundai,Kona LE,+ 2.0 Front Wheel Drive,,,BC,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82082PE44895,2022,Hyundai,Kona LE,+ 2.0 Front Wheel Drive,,,PE,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82082NB44895,2022,Hyundai,Kona LE,+ 2.0 Front Wheel Drive,,,NB,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82082NL44895,2022,Hyundai,Kona LE,+ 2.0 Front Wheel Drive,,,NL,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82082NS44895,2022,Hyundai,Kona LE,+ 2.0 Front Wheel Drive,,,NS,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82081BC44895,2022,Hyundai,Kona LE,+ 2.0 All Wheel Drive,,,BC,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82081PE44895,2022,Hyundai,Kona LE,+ 2.0 All Wheel Drive,,,PE,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82081NB44895,2022,Hyundai,Kona LE,+ 2.0 All Wheel Drive,,,NB,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82081NL44895,2022,Hyundai,Kona LE,+ 2.0 All Wheel Drive,,,NL,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82081NS44895,2022,Hyundai,Kona LE,+ 2.0 All Wheel Drive,,,NS,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82080BC44895,2022,Hyundai,Kona LE,N Line 1.6T Front Wheel Drive DCT,,,BC,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82080PE44895,2022,Hyundai,Kona LE,N Line 1.6T Front Wheel Drive DCT,,,PE,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82080NB44895,2022,Hyundai,Kona LE,N Line 1.6T Front Wheel Drive DCT,,,NB,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82080NL44895,2022,Hyundai,Kona LE,N Line 1.6T Front Wheel Drive DCT,,,NL,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82080NS44895,2022,Hyundai,Kona LE,N Line 1.6T Front Wheel Drive DCT,,,NS,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82079BC44895,2022,Hyundai,Kona LE,N Line 1.6T All Wheel Drive DCT,,,BC,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82079PE44895,2022,Hyundai,Kona LE,N Line 1.6T All Wheel Drive DCT,,,PE,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82079NB44895,2022,Hyundai,Kona LE,N Line 1.6T All Wheel Drive DCT,,,NB,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82079NL44895,2022,Hyundai,Kona LE,N Line 1.6T All Wheel Drive DCT,,,NL,,01-11-2022,30-11-2022,,,,0,0,0,0,
HYU82079NS44895,2022,Hyundai,Kona LE,N Line 1.6T All Wheel Drive DCT,,,NS,,01-11-2022,30-11-2022,,,,0,0,0,0,
INF80769CAN44895,2022,Infiniti,Q50,PURE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF80768CAN44895,2022,Infiniti,Q50,LUXE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF80772CAN44895,2022,Infiniti,Q50,Sport Tech All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF80770CAN44895,2022,Infiniti,Q50,Red Sport I-LINE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF80771CAN44895,2022,Infiniti,Q50,Red Sport I-LINE ProACTIVE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF81016CAN44895,2022,Infiniti,Q60 Coupe,PURE,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF81015CAN44895,2022,Infiniti,Q60 Coupe,LUXE,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF81017CAN44895,2022,Infiniti,Q60 Coupe,Red Sport I-LINE,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF81018CAN44895,2022,Infiniti,Q60 Coupe,Red Sport I-LINE ProACTIVE,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF81680CAN44895,2022,Infiniti,QX50,PURE,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF81679CAN44895,2022,Infiniti,QX50,LUXE I-LINE,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF81678CAN44895,2022,Infiniti,QX50,Essential,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF81681CAN44895,2022,Infiniti,QX50,Sensory,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF81677CAN44895,2022,Infiniti,QX50,Autograph,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF79679CAN44895,2022,Infiniti,QX55,LUXE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF79678CAN44895,2022,Infiniti,QX55,Essential ProASSIST All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF79680CAN44895,2022,Infiniti,QX55,Sensory All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF80559CAN44895,2022,Infiniti,QX60,PURE All Wheel Drive CVT,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF80558CAN44895,2022,Infiniti,QX60,LUXE All Wheel Drive CVT,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF80560CAN44895,2022,Infiniti,QX60,Sensory All Wheel Drive CVT,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF80557CAN44895,2022,Infiniti,QX60,Autograph All Wheel Drive CVT,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF80884CAN44895,2022,Infiniti,QX80,LUXE 7-Passenger,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF80885CAN44895,2022,Infiniti,QX80,LUXE 8-Passenger,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF80886CAN44895,2022,Infiniti,QX80,ProACTIVE 7-Passenger,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF80887CAN44895,2022,Infiniti,QX80,ProACTIVE 8-Passenger,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF82408CAN44895,2023,Infiniti,Q50,PURE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF82407CAN44895,2023,Infiniti,Q50,LUXE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF82411CAN44895,2023,Infiniti,Q50,Signature Edition All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF82409CAN44895,2023,Infiniti,Q50,Red Sport I-LINE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF82410CAN44895,2023,Infiniti,Q50,Red Sport I-LINE ProACTIVE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF83238CAN44895,2023,Infiniti,QX50,PURE,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF83240CAN44895,2023,Infiniti,QX50,Sport,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF83239CAN44895,2023,Infiniti,QX50,Sensory,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF82413CAN44895,2023,Infiniti,QX55,LUXE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF82412CAN44895,2023,Infiniti,QX55,Essential All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF82414CAN44895,2023,Infiniti,QX55,Sensory All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF82831CAN44895,2023,Infiniti,QX60,PURE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF82830CAN44895,2023,Infiniti,QX60,LUXE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF82833CAN44895,2023,Infiniti,QX60,Sensory witho Tow Package All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF82832CAN44895,2023,Infiniti,QX60,Sensory All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF82829CAN44895,2023,Infiniti,QX60,Autograph witho Tow Package All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF82828CAN44895,2023,Infiniti,QX60,Autograph All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF83248CAN44895,2023,Infiniti,QX80,LUXE 7-Passenger,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF83249CAN44895,2023,Infiniti,QX80,LUXE 8-Passenger,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF83250CAN44895,2023,Infiniti,QX80,ProACTIVE 7-Passenger,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
INF83251CAN44895,2023,Infiniti,QX80,ProACTIVE 8-Passenger,,,CAN,,01-11-2022,30-11-2022,,,,,0,0,0,
JAG81235CAN44895,2022,Jaguar,XF,P300 R-Dynamic SE,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG81434CAN44895,2022,Jaguar,F-Type,Coupe P450 Automatic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG81435CAN44895,2022,Jaguar,F-Type,Coupe P450 R-Dynamic Automatic All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG81413CAN44895,2022,Jaguar,F-Type,Coupe P575 R Automatic All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG81432CAN44895,2022,Jaguar,F-Type,Convertible P450 Automatic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG81433CAN44895,2022,Jaguar,F-Type,Convertible P450 R-Dynamic Automatic All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG81412CAN44895,2022,Jaguar,F-Type,Convertible P575 R Automatic All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG80145CAN44895,2022,Jaguar,E-Pace,P250 SE,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG80146CAN44895,2022,Jaguar,E-Pace,P300 Sport,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG80706CAN44895,2022,Jaguar,F-Pace,P250 R-Dynamic S,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG80707CAN44895,2022,Jaguar,F-Pace,P250 S,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG80708CAN44895,2022,Jaguar,F-Pace,P340 S,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG80709CAN44895,2022,Jaguar,F-Pace,P400 R-Dynamic S,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG80787CAN44895,2022,Jaguar,F-Pace,P550 SVR,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG80063CAN44895,2022,Jaguar,I-PACE,EV400 HSE,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG81960CAN44895,2023,Jaguar,F-Type,Coupe P450 Automatic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG81961CAN44895,2023,Jaguar,F-Type,Coupe P450 R-Dynamic Automatic All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG81962CAN44895,2023,Jaguar,F-Type,Coupe P575 R Automatic All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG81957CAN44895,2023,Jaguar,F-Type,Convertible P450 Automatic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG81958CAN44895,2023,Jaguar,F-Type,Convertible P450 R-Dynamic Automatic All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG81959CAN44895,2023,Jaguar,F-Type,Convertible P575 R Automatic All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG82054CAN44895,2023,Jaguar,I-PACE,EV400 HSE,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG82183CAN44895,2023,Jaguar,E-Pace,P250 SE,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG82125CAN44895,2023,Jaguar,F-Pace,P250 R-Dynamic S,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG82126CAN44895,2023,Jaguar,F-Pace,P250 S,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG82127CAN44895,2023,Jaguar,F-Pace,P400 R-Dynamic S,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
JAG82128CAN44895,2023,Jaguar,F-Pace,P550 SVR,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
